更新时间,#genre#
20260525-08-07-39,url


RespoTime,whitelist,#genre#
518.18ms,CCTV1,http://114.226.212.138:8787/rtp/239.49.8.129:6000
523.07ms,CCTV1,http://115.171.216.26:4000/rtp/225.1.8.1:8008
507.75ms,CCTV1,http://39.77.163.252:4002/rtp/239.253.254.89:8000
494.02ms,CCTV1,http://114.226.212.140:8787/rtp/239.49.8.129:6000
487.99ms,CCTV1,http://219.156.35.116:4022/rtp/225.1.4.73:1102
473.48ms,CCTV1,http://115.171.216.26:4000/rtp/225.1.8.33:8002
504.58ms,CCTV1,http://39.77.158.228:4002/rtp/239.253.254.77:8000
106.93ms,CCTV1,http://69.30.245.50/live/cctv1.m3u8
486.69ms,CCTV1,http://27.18.144.33:9100/rtp/239.254.96.96:8550
489.21ms,CCTV1,http://39.77.163.252:4002/rtp/239.253.254.77:8000
421.72ms,CCTV1,http://39.77.158.228:4002/rtp/239.253.254.89:8000
500.93ms,CCTV1,http://121.29.215.36:2083/rtp/239.253.92.83:8012
490.45ms,CCTV1,http://1.192.241.74:8188/rtp/239.16.20.1:10010
481.84ms,CCTV1,http://116.2.162.133:4010/rtp/232.0.0.27:1234
522.62ms,CCTV1,http://171.8.168.153:8800/rtp/239.16.20.1:10010
477.07ms,CCTV1,http://60.4.28.155:8077/rtp/239.253.92.83:8012
518.67ms,CCTV1,http://114.226.212.140:8787/rtp/239.49.8.19:9614
520.56ms,CCTV1,http://115.171.216.26:4000/rtp/225.1.8.81:8176
481.79ms,CCTV1,http://111.196.135.156:20000/rtp/239.3.1.129:8008
308.84ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
279.31ms,CCTV1,https://t.freetv.fun/live/cctv-1-5.m3u8
324.07ms,CCTV1,https://t.freetv.fun/live/cctv1-8.m3u8
289.40ms,CCTV1,https://t.freetv.fun/live/cctv-1-4.m3u8
349.33ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
440.07ms,CCTV1,http://39.77.20.18:4002/rtp/239.253.254.89:8000
455.97ms,CCTV1,http://39.77.20.18:4002/rtp/239.253.254.77:8000
418.18ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
444.59ms,CCTV1,https://t.freetv.fun/live/cctv1-28.m3u8
458.57ms,CCTV1,https://t.freetv.fun/live/cctv1-24.m3u8
480.68ms,CCTV1,https://t.freetv.fun/live/cctv1-12.m3u8
492.38ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
504.72ms,CCTV1,https://t.freetv.fun/live/cctv1-4.m3u8
465.16ms,CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
539.67ms,CCTV1,http://114.254.90.136:8888/rtp/239.3.1.129:8008
526.12ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
1105.56ms,CCTV1,http://115.171.216.26:4000/rtp/225.1.8.126:8002
1108.97ms,CCTV1,http://115.171.216.26:4000/rtp/225.1.8.210:8068
1115.59ms,CCTV1,http://124.112.240.175:4022/rtp/238.1.78.166:7200
588.88ms,CCTV1,http://59.39.89.130:60901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
190.19ms,CCTV1,http://198.204.228.26/live/cctv1hd.m3u8
1190.02ms,CCTV1,http://115.171.216.26:4000/rtp/225.1.8.53:8060
410.37ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
444.63ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
112.86ms,CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
198.99ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
202.92ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
539.12ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
198.75ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
418.49ms,CCTV1,http://207.56.13.146:81/cdnlive/cctv1.m3u8
1373.08ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
461.96ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
430.42ms,CCTV1,http://124.228.160.176:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
506.10ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
438.71ms,CCTV1,http://58.56.162.102:4466/newlive/live/hls/1/live.m3u8
531.71ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
958.46ms,CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
1492.92ms,CCTV1,http://115.171.216.26:4000/rtp/225.1.8.194:4120
269.59ms,CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
1494.64ms,CCTV1,http://114.226.212.138:8787/rtp/239.49.8.19:9614
447.53ms,CCTV1,http://113.241.133.180:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
425.47ms,CCTV1,http://39.77.95.74:4002/rtp/239.253.254.89:8000
450.33ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.53:8060
496.54ms,CCTV1,http://114.254.36.134:8888/rtp/239.3.1.129:8008
1414.35ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
425.61ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.1:8008
395.97ms,CCTV1,http://39.77.95.74:4002/rtp/239.253.254.77:8000
1190.16ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.81:8176
1816.34ms,CCTV1,http://111.228.4.117:6789/migu720p.php?id=608807420
1878.48ms,CCTV1,http://110.154.192.30:7788/608807420
1651.35ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=458e34213492c68772e565c06868d4af&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
1747.17ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=40cf2f40582b104fb087535f9601ea19&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
1634.93ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=7d30132546d771c3ffff77a937dee30d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
1624.37ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=107a756f519973a7e95798c05737a47c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
229.64ms,CCTV1,https://t.freetv.fun/live/cctv1.m3u8
432.80ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.126:8002
1142.79ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.33:8002
575.69ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
452.54ms,CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
460.92ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.210:8068
239.04ms,CCTV1,https://t.freetv.fun/live/cctv-1-2.m3u8
2227.91ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=0361e56ecb002b71992e2389d940833d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
181.40ms,CCTV1,http://192.151.150.154/live/cctv1hd.m3u8
2364.97ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=92aee428179a0ecc7495490888c0cba9&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
2421.85ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=cccb6b9cad34d95eaf06a39fcf6acd9e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
18.14ms,CCTV1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
207.27ms,CCTV1,https://t.freetv.fun/live/cctv-1.m3u8
2296.59ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=b3819637a4c479c8ccd4d25e42eb96ca&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
227.45ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing-1.m3u8
124.43ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=13
594.77ms,CCTV1,http://107.150.60.122/live/cctv1hd.m3u8
1524.38ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.194:4120
2577.01ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=478674d2f4e92891de4f30951016036f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
517.14ms,CCTV1,http://182.150.23.74:808/hls/1/index.m3u8
128.07ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=7
223.52ms,CCTV1,http://cdn6.163189.xyz/163189/cctv1
163.89ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=16
2699.53ms,CCTV1,https://live.264788.xyz/channel/cctv1?streamid=ae1fc95449a7d4a13c53490cbcae614f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
162.16ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=11
140.45ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=14
162.04ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=9
166.00ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=8
140.20ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=17
390.00ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
449.46ms,CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
160.91ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=18
131.18ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=12
390.14ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.65:5140
150.73ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=15
120.42ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=10
563.78ms,CCTV1,https://t.freetv.fun/live/cctv1-2.php
177.55ms,CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
126.63ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=21
178.31ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=19
1317.46ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
226.02ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=20
860.94ms,CCTV1,https://tv.cctv.com/live/cctv1/
373.79ms,CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8
438.79ms,CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
482.93ms,CCTV1,http://222.212.84.190:54123/rtp/239.93.0.184:5140
1535.73ms,CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
228.02ms,CCTV1,https://t.freetv.fun/live/cctv1-1.php
805.52ms,CCTV1,http://tnvcn.com:8012/rtp/239.3.1.129:8008
411.20ms,CCTV2,http://39.77.163.252:4002/rtp/239.253.254.232:8000
408.99ms,CCTV2,http://60.4.28.155:8077/rtp/239.253.92.190:6065
447.67ms,CCTV2,http://219.156.35.116:4022/rtp/225.1.4.74:1103
390.97ms,CCTV2,http://114.226.212.140:8787/rtp/239.49.8.130:6000
428.58ms,CCTV2,http://124.112.240.175:4022/rtp/238.1.78.235:7752
433.65ms,CCTV2,http://116.2.162.133:4010/rtp/232.0.0.135:1234
427.18ms,CCTV2,http://115.171.216.26:4000/rtp/225.1.8.2:8084
470.04ms,CCTV2,http://171.8.168.153:8800/rtp/239.16.20.2:10020
406.88ms,CCTV2,http://114.226.212.140:8787/rtp/239.49.8.50:9802
411.46ms,CCTV2,http://39.77.158.228:4002/rtp/239.253.254.232:8000
423.72ms,CCTV2,http://111.196.135.156:20000/rtp/239.3.1.60:8084
6175.53ms,CCTV1,http://101.66.198.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
403.58ms,CCTV2,http://121.29.215.36:2083/rtp/239.253.92.190:6065
38.50ms,CCTV2,https://t.freetv.fun/live/cctv2-6.m3u8
44.61ms,CCTV2,https://t.freetv.fun/live/cctv2-1-1.m3u8
37.11ms,CCTV2,https://t.freetv.fun/live/cctv2-5.m3u8
38.20ms,CCTV2,https://t.freetv.fun/live/cctv2-7.m3u8
471.91ms,CCTV2,http://114.226.212.138:8787/rtp/239.49.8.130:6000
446.73ms,CCTV2,http://1.192.241.74:8188/rtp/239.16.20.2:10020
396.44ms,CCTV2,http://39.77.20.18:4002/rtp/239.253.254.232:8000
426.45ms,CCTV2,http://114.226.212.138:8787/rtp/239.49.8.50:9802
233.96ms,CCTV2,https://t.freetv.fun/live/cctv2-4.m3u8
66.09ms,CCTV2,https://t.freetv.fun/live/cctv2-15.m3u8
79.20ms,CCTV2,https://t.freetv.fun/live/cctv2-23.m3u8
80.32ms,CCTV2,https://t.freetv.fun/live/cctv2-25.m3u8
81.49ms,CCTV2,https://t.freetv.fun/live/cctv2-26.m3u8
221.35ms,CCTV2,https://t.freetv.fun/live/cctv2-3.m3u8
495.74ms,CCTV2,http://114.254.90.136:8888/rtp/239.3.1.60:8084
1473.52ms,CCTV2,http://27.18.144.33:9100/rtp/239.69.1.102:10250
244.30ms,CCTV2,https://t.freetv.fun/live/cctv-2gao-qing.m3u8
252.69ms,CCTV2,https://t.freetv.fun/live/cctv-2-1.m3u8
237.88ms,CCTV2,https://t.freetv.fun/live/cctv-2-6.m3u8
251.73ms,CCTV2,https://t.freetv.fun/live/cctv-2-5.m3u8
361.53ms,CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
414.79ms,CCTV2,http://183.11.239.36:808/hls/20/index.m3u8
333.04ms,CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8
409.37ms,CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8
417.35ms,CCTV2,http://207.56.13.146:81/cdnlive/cctv2.m3u8
436.94ms,CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
401.44ms,CCTV2,http://221.226.51.220:50081/newlive/live/hls/2/live.m3u8
473.16ms,CCTV2,http://113.241.133.180:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
480.44ms,CCTV2,http://222.214.208.34:59901/tsfile/live/0002_1.m3u8
949.08ms,CCTV2,https://play.kankanlive.com/live/1698234898628961.m3u8
352.98ms,CCTV2,https://epg.pw/stream/f86540c126a751cc707e3805911549bd077fb5a7f0f53a824212d75addea3747.m3u8
1158.17ms,CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
315.76ms,CCTV2,https://live.264788.xyz/channel/cctv2?streamid=383d98765abf4549a5a799274f495f00&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
1116.64ms,CCTV2,http://113.25.252.226:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
334.89ms,CCTV2,http://39.165.39.49:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
